67,Region 9,BTS Plaza Aviacion - RB Hangares,MALINCHE,
16,Region 5,BTS Plaza Country - RB Lomas de las Flores,COLIMA,
20,Region 9,BTS Plaza Cuernavaca - RB Tezontepec,CIVAC,
76,Region 9,BTS Plaza de San Juan - Balderas II,MALINCHE,
13,Region 8,BTS Plaza de Toros - RB Colonia Yucatán.,MÉRIDA,
84,Region 5,BTS Plaza de Toros- RB Los Sauces,VALLARTA - NAYARIT,
11,Region 8,BTS Plaza Montejo - MSC Montejo,MÉRIDA,
21,Region 8,BTS Plaza Sur - RB Juarez,VILLAHERMOSA,
13,Region 3,BTS Pradera Dorada - RB Papalote,JUAREZ,
5,Region 4,BTS Prados - RB Metroplex,ZONA ANÁHUAC,
81,Region 6,BTS PROGRESO - ARBOLITO,SAN LUIS POTOSI,
38,Region 2,BTS Providencia - RB Morelos,OBREGON,
102,Region 1,BTS Pueblo Bonito - R B San Lucas II,LA PAZ,
54,Region 7,BTS Pueblo Nuevo - RB Valle Dorado,PUEBLA - TLAXCALA,
74,Region 7,BTS Puente de Mexico - BTS la Libertad,PUEBLA - TLAXCALA,
19,Region 8,BTS Puente Grijalva - RB Villahermosa II,VILLAHERMOSA,
22,Region 1,BTS Punta Bandera - BTS Santa Fe,LOMAS,
89,Region 4,BTS Purificacion GSM - BTS Renacimiento GSM,ZONA REYNOSA,
82,Region 6,BTS PURISIMA - ESPAÑA,SAN LUIS POTOSI,
87,Region 4,BTS Ramireño - RB Díaz Ordas,ZONA REYNOSA,
22,Region 8,BTS Ramon Galguera - RB Malecon,VILLAHERMOSA,
69,Region 7,BTS Rancho Bautista - RB San Martin Caltenco,PUEBLA - TLAXCALA,
64,Region 7,BTS Rancho La Calera - RB Heroes de Puebla,PUEBLA - TLAXCALA,
141,Region 9,BTS Rancho San Lucas - Metepec,TOLLOCAN,
28,Region 3,BTS Rastro - BTS Robinson,CHIHUAHUA,
90,Region 4,BTS Renacimiento - RB Petrolera,ZONA REYNOSA,
94,Region 9,BTS Residencial Plaza Las Torres - RB El Desmonte,REVOLUCION,
56,Region 3,BTS Revueltas - BTS Mezquital,TORREON,
20,Region 4,BTS Rinconada - RB La Quinta,ZONA GUADALUPE,
86,Region 6,BTS RIVERA - RB ESPAÑA,SAN LUIS POTOSI,
53,Region 6,BTS ROBLES - RB LAS FRESAS,QUERETARO,
37,Region 6,BTS ROSILLAS - BTS QUEBRADORA,LEON,
67,Region 2,BTS Sabalos - RB Marlin,MAZATLAN,
64,Region 2,BTS Salida - BTS El Siete,MAZATLAN,
5,Region 3,BTS Samalayuca - BTS Los Pinos,JUAREZ,
8,Region 2,BTS Samsonite - RB Industrial,NOGALES,
56,Region 7,BTS San Andres - RB Universidad Americas,PUEBLA - TLAXCALA,
94,Region 1,BTS San Angel - RB Indeco Lomitas,ENSENADA,
97,Region 5,BTS San Cayetano - BTS Landereñas,VALLARTA - NAYARIT,
88,Region 9,BTS San Cayetano - RB Constitucion,REVOLUCION,
83,Region 4,BTS San Diego - RB Libramiento,ZONA REYNOSA,
150,Region 9,BTS San Diego de los Padres - BTS Carretera Atlacomulco,TOLLOCAN,
43,Region 2,BTS San German - BTS Miramar,OBREGON,
51,Region 9,BTS San Gregorio Atlapulco - RB Cooperativa OSCOVI,XOCHIMILCO,
117,Region 9,BTS San Isidro - RB Camarones,NEXTENGO,
4,Region 9,BTS San Jose Olivar - BTS Centro Libanes Av. Toluca,CARRASCO,
82,Region 4,BTS San Juan - RB Bagdag,ZONA REYNOSA,
45,Region 7,BTS San Lorenzo - RB Almecatla,PUEBLA - TLAXCALA,
139,Region 9,BTS San Luis Tlatilco - BTS Ampliacion Altamira,TK II,
52,Region 7,BTS San Matias - RB Los Sauces,PUEBLA - TLAXCALA,
168,Region 9,BTS San Nicolas Tlazala - BTS Toluca los Encinos,TOLLOCAN,
41,Region 7,BTS San Pablo - Jeronimo Caleras,PUEBLA - TLAXCALA,
151,Region 9,BTS San Pablo Autopan - BTS Carretera Atlacomulco,TOLLOCAN,
109,Region 9,BTS San Pedro Xalpa - BTS Santiago Ahuizotla,NEXTENGO,
92,Region 4,BTS San Quintin - RB La Guarida,ZONA REYNOSA,
58,Region 7,BTS San Ramon - RB Hospital General,PUEBLA - TLAXCALA,
42,Region 2,BTS San Vicente - RB Serdan,OBREGON,
60,Region 6,BTS SANTA ANA - RB REVOLUCION,QUERETARO,
163,Region 9,BTS Santa Ana Lerma - RB Parque Industrial Lerma,TOLLOCAN,
53,Region 7,BTS Santa Barbara - RB Momoxpan,PUEBLA - TLAXCALA,
21,Region 1,BTS Santa Fe - RB La Gloria,LOMAS,
2,Region 1,BTS Santa Julia - BTS Las Cumbres,LOMAS,
164,Region 9,BTS Santa Maria Atarasquillo - RB Parque Industrial Lerma,TOLLOCAN,
66,Region 7,BTS Santiago Acatlan - BTS Reyes de Juarez,PUEBLA - TLAXCALA,
43,Region 9,BTS Santiago Norte - RB Hidalgo,PORTALES,
88,Region 6,BTS SANTOS DEGOLLADO - RB LAS AGUILAS,SAN LUIS POTOSI,
72,Region 6,BTS SENECA - BTS ESCULTOR,QUERETARO,
23,Region 2,BTS Serna - RB Seri,HERMOSILLO,
31,Region 3,BTS Siroco - BTS Tabaloapa,CHIHUAHUA,
20,Region 2,BTS Soriana - RB Bacanora,HERMOSILLO,
23,Region 9,BTS Sta. Maria Ahuacatitlan - BTS Cuauhtemoc Cuernavaca,CIVAC,
48,Region 5,BTS Sta. Maria Guido - RB Cuauhtemoc,MORELIA,
79,Region 1,BTS Subestacion - RB Cipres,ENSENADA,
6,Region 6,BTS SUIZA - RB RENACIMIENTO,ENLACE,
24,Region 3,BTS Tabaloapa - BTS Castillo,CHIHUAHUA,
10,Region 8,BTS Tanlum - RB Francisco de Montejo,MÉRIDA,
73,Region 2,BTS Teacapan - BTS La Muralla,MAZATLAN,
91,Region 9,BTS Tec. De Monterrey (Pach) - RB Adolfo Lopez Mateos,REVOLUCION,
70,Region 7,BTS Tecali - RB Tepeaca,PUEBLA - TLAXCALA,
100,Region 5,BTS Tecnologico - RB Tierra y Libertad,VALLARTA - NAYARIT,
18,Region 1,BTS Tecolote - RB La Gloria,LOMAS,
26,Region 9,BTS Temixco - Exhacienda de Temixco,CIVAC,
57,Region 6,BTS TEMPANO - RB ATENAS,QUERETARO,
32,Region 7,BTS Teolocholco - BTS Xaxala,PUEBLA - TLAXCALA,
80,Region 9,BTS Tepalcates - RB Agricola Oriental II,NEZA,
34,Region 7,BTS Tepeyanco - RB Zacatelco,PUEBLA - TLAXCALA,
12,Region 9,BTS Tequesquitengo - REP Vista Hermosa,CIVAC,
149,Region 9,BTS Terminal - BTS Toluca Cuauhtemoc,TOLLOCAN,
96,Region 1,BTS Territorio Sur - RB Loma Linda,ENSENADA,
56,Region 9,BTS Tezoyuca - Chiconcuac (CTL Chiconcuac),ECATEPEC,
51,Region 2,BTS Tierra Blanca - RB Malecon,CULIACAN,
47,Region 4,BTS Tigris - RB Saltillo Centro,ZONA SAN PEDRO,
3,Region 8,BTS Tikal - RB La Costa,CANCUN,
58,Region 6,BTS TLALOC - OBRERA,QUERETARO,
73,Region 9,BTS Tlatelolco - RB La Raza,MALINCHE,
146,Region 9,BTS Toluca Cuauhtemoc - BTS Toluca Universidad,TOLLOCAN,
166,Region 9,BTS Toluca Los Encinos - BTS Santa Ana Lerma,TOLLOCAN,
144,Region 9,BTS Toluca Universidad - BTS Capultitlan,TOLLOCAN,
17,Region 3,BTS Tomas Fernandez - RB Mitologia,JUAREZ,
50,Region 2,BTS Tomateros - RB Toledo,CULIACAN,
12,Region 7,BTS Toronjas - RB Equipamiento,VERACRUZ,
106,Region 9,BTS Torre Blanca - Col. Ahuizotla,NEXTENGO,
53,Region 4,BTS Torre Mirador - RB Canteras,ZONA SAN PEDRO,
59,Region 3,BTS Trancas - Rep. Telmex Chocolate,DURANGO,
24,Region 2,BTS Tridex - MSC Calinda Hermosillo,HERMOSILLO,
75,Region 9,BTS U. Kennedy - Moctezuma,MALINCHE,
26,Region 3,BTS UACH - BTS Contabilidad,CHIHUAHUA,
28,Region 8,BTS Unidad Deportiva - RB Lajas,TUXTLA,
129,Region 9,BTS Unidad Molino de Santo Domingo - RB Panteon Dolores,TECA I,
24,Region 9,BTS Universidad Autonoma de Morelos - BTS Cuauhtemoc Cuernavaca,CIVAC,
14,Region 8,BTS Universidad del Mayab - BTS Industrial NC,MÉRIDA,
85,Region 9,BTS Universidad Tecnologica de Neza - RB La Perla,NEZA,
52,Region 6,BTS UNIVERSITARIO -RB LAS FRESAS,QUERETARO,
84,Region 6,BTS VALLARTA - RB LAS AGUILAS,SAN LUIS POTOSI,
78,Region 9,BTS Vallejo Insurgentes - RB La Raza,MALINCHE,
35,Region 3,BTS Venceremos - BTS Nogales,CHIHUAHUA,
56,Region 1,BTS Venecia - BTS Xochicali,MEXICALI,
65,Region 3,BTS Versalles - BTS Real Victoria,DURANGO,
27,Region 1,BTS Via Rapida - RB Ruiz Cortinez,LOMAS,
37,Region 7,BTS Via Rapida Tlaxcala - RB Zacatelco,PUEBLA - TLAXCALA,
85,Region 5,BTS Vicente Palacios- RB Versalles,VALLARTA - NAYARIT,
59,Region 1,BTS Vigia - RB La Bodega,MEXICALI,
92,Region 1,BTS Villa Bonita - RB Ojos Negros,ENSENADA,
6,Region 4,BTS Villa Campestre GSM - RB Autodromo,ZONA ANÁHUAC,
81,Region 5,BTS Villa Paraiso - RB Nvo. Vallarta,VALLARTA - NAYARIT,
80,Region 1,BTS Villa Rey - BTS Subestación,ENSENADA,
97,Region 9,BTS Villas de Tezontepec - BTS Zapotlan de Juarez,REVOLUCION,
71,Region 1,BTS Villas del Prado - BTS Villas del Rey,MEXICALI,
72,Region 1,BTS Villas del Rey - RB Satelite,MEXICALI,
64,Region 6,BTS VIVEROS - BTS CAMPANARIO,QUERETARO,
25,Region 7,BTS Xalapeños Ilustres - MC Madero,XALAPA,
104,Region 5,BTS Xalisco - BTS Xalisco Centro,VALLARTA - NAYARIT,
101,Region 5,BTS Xalisco centro - BTS Landereñas,VALLARTA - NAYARIT,
71,Region 7,BTS Xalostoc - Rb Xicotencatl,PUEBLA - TLAXCALA,
31,Region 7,BTS Xaxala - RB Tlacomulco,PUEBLA - TLAXCALA,
26,Region 6,BTS XOCONOXTLE - RB SAN FCO DEL RINCON,LEON,
55,Region 1,BTS Xochicali - BTS Agualeguas,MEXICALI,
91,Region 6,BTS XOCHIMILCO - RB COLORINES,SAN LUIS POTOSI,
73,Region 7,BTS Zacatepec - BTS Periferico Pista,PUEBLA - TLAXCALA,
56,Region 5,BTS Zamora Centro - RB Zamora II,MORELIA,
68,Region 5,BTS Zoológico- RB Huentitán,TLAQUEPAQUE - BANDERAS,
102,Region 5,BTS/RB Tecnológico-BTS El Armadillo,VALLARTA - NAYARIT,
43,Region 3,CAC 6 Chihuahua - BTS Milenio,CHIHUAHUA,
4,Region 2,CAC Agua Prieta - Rb Ejido,NOGALES,
34,Region 2,CAC Franquicias - RB Lincoln,HERMOSILLO,
60,Region 2,CAC Guasave - RB Ocoro,CULIACAN,
3,Region 7,CAC Oaxaca 1 - BTS Porfirio Diaz,OAXACA,
42,Region 3,CAC Parral BTS Nuevo Parral,CHIHUAHUA,
19,Region 1,CAC Rosarito - BTS Ejido Mazatlán,LOMAS,
64,Region 4,CAC Tampico ll - RB Tancol,ZONA TAMPICO,
25,Region 2,Call Center Rodriguez Baggio - MSC Calinda,HERMOSILLO,
29,Region 7,Contla - Amaxac,PUEBLA - TLAXCALA,
44,Region 9,Escandon - RB Baja California,URRAZA,
24,Region 7,Madero - RB Animas,XALAPA,
25,Region 8,Mc CAC Tuxtla II - RB Sabinal,TUXTLA,
9,Region 5,MC Iteso-RB Agricola,FUENTES - VALLARTA,
16,Region 6,MIRADOR - AGRONOMIA,AGUASCALIENTES,
90,Region 6,MORALES - SAN PEDRO,SAN LUIS POTOSI,
15,Region 9,MSC Civac - RB Civac,CIVAC,
75,Region 6,NORIA DE LOS CONOS - MATEHUALA CENTRO,SAN LUIS POTOSI,
35,Region 7,Papalotla - Tenancingo,PUEBLA - TLAXCALA,
18,Region 6,PLATEROS - FRESNILLO,AGUASCALIENTES,
57,Region 7,Playas del Sur - Hospital General,PUEBLA - TLAXCALA,
18,Region 3,Plaza Juarez Mall - RB Panamericana,JUAREZ,
21,Region 7,RB  Banderillas - RB Xalapa Prados,XALAPA,
44,Region 5,RB 5 de Diciembre - RB Chapultepec,MORELIA,
4,Region 3,RB Abastos - RB Gasera,JUAREZ,
65,Region 1,RB Aeropuerto MXLI - RB Islas Agrarias,MEXICALI,
73,Region 5,RB Aeropuerto Vallarta - BTS Paseo Marina Nte,VALLARTA - NAYARIT,
15,Region 6,RB AGRONOMIA - RB PLATA,AGUASCALIENTES,
76,Region 4,RB Agujita - RB Sabinas,ZONA LAREDO,
75,Region 7,RB Alborada - RB Renacimiento,GUERRERO,
69,Region 1,RB Altar - RB Bosques,MEXICALI,
11,Region 6,RB ALTAVISTA - RB SAN MARCOS,AGUASCALIENTES,
27,Region 7,RB Amaxac - RB Sta. Ana Ch.,PUEBLA - TLAXCALA,
11,Region 3,RB Amistad - RB Carlos Amaya,JUAREZ,
70,Region 9,RB Aragon 3a. Secc. - RB Oceania,MALINCHE,
20,Region 5,RB Armeria - RB Tecoman,COLIMA,
119,Region 9,RB Arquimedes Reforma - RB Montes Urales,POPOTLA,
41,Region 4,RB Arteaga - RB Oceania,ZONA SAN PEDRO,
109,Region 5,Rb Autocinema - Bts Tránsito,PROVIDENCIA,
60,Region 5,RB Azalea - RB Tonala,TLAQUEPAQUE - BANDERAS,
31,Region 6,RB BALCONES - RB ARBIDE,LEON,
118,Region 9,RB Balsas - RB Horacio,POPOTLA,
123,Region 9,RB Barrientos - RB Lecheria,CUAUTITLAN,
29,Region 1,RB Benton - RB La Mesa,R1- OTAY - T,
1,Region 1,RB Bonampak - MSC Cancun,CANCUN,
61,Region 7,RB Bosques de San Sebastian - RB Amalucan,PUEBLA - TLAXCALA,
23,Region 6,RB BRISAS - BTS EVEREST,LEON,
52,Region 4,RB Brisas - RB Satelite,ZONA SAN PEDRO,
86,Region 5,RB Bucerias- BTS Cruz de Huanacaxtle,VALLARTA - NAYARIT,
35,Region 2,RB Cajeme - RB Obregon Norte,OBREGON,
7,Region 4,RB California - RB Jonas,ZONA ANÁHUAC,
132,Region 9,RB Camino a Huixquilucan - BTS Bosque Real,TK II,
39,Region 1,RB Campestre Murua - RB Alamar,R1- OTAY - T,
40,Region 1,RB Campestre Murua - RB Cetys,R1- OTAY - T,
63,Region 5,RB Caracol - RB Villas del Nilo,TLAQUEPAQUE - BANDERAS,
18,Region 4,RB Carranza - Nodo Loma Larga,ZONA ANÁHUAC,
12,Region 2,RB Centro - RB Arizona,HERMOSILLO,
13,Region 5,RB Centro de Salud - RB San Pablo,COLIMA,
1,Region 3,RB Centro Viejo - RB Chamizal.,JUAREZ,
45,Region 4,RB Cerritos- - RB Saltillo Centro,ZONA SAN PEDRO,
47,Region 1,RB Cerro Colorado - RB Maclovio Rojas,R1- OTAY - T,
84,Region 4,RB Cervando Canales - RB La India,ZONA REYNOSA,
48,Region 1,RB Cerveceria - BTS Cuchuma,R1- OTAY - T,
14,Region 4,RB Cienega de Flores - RB Autodromo,ZONA ANÁHUAC,
8,Region 9,RB Club de Golf- RB Cuernavaca Centro,CIVAC,
159,Region 9,RB Coatipac - RB San Mateo Mexicalcingo,TOLLOCAN,
45,Region 6,RB COECILLO - RB SILAO CENTRO,LEON,
28,Region 6,RB COLINAS DE LEON - RB SANTA RITA,LEON,
40,Region 3,RB Colón - RB Rastro,CHIHUAHUA,
1,Region 5,RB Conchitas - RB El Colli,FUENTES - VALLARTA,
49,Region 1,RB Condor - RB El Hongo,R1- OTAY - T,
26,Region 5,RB Constituyentes - RB Lazaro Cardenas,URUAPAN,
114,Region 5,Rb Contreras Medellin - Bts Federalismo,PROVIDENCIA,
135,Region 9,RB Corporativo Santa Fe - RB Vasco de Quiroga,TK II,
47,Region 6,RB COVADONGA - RB SAN LUIS DE LA PAZ,QUERETARO,
29,Region 9,RB Cuautla - RB Año de Juarez,CIVAC,
10,Region 6,RB CUMBRES - RB UNIVERSIDAD,AGUASCALIENTES,
50,Region 7,RB Chachapa - RB Amozoc,PUEBLA - TLAXCALA,
65,Region 4,RB Chairel - CAC Tampico II,ZONA TAMPICO,
70,Region 1,RB Daewoo - RB Obregon,MEXICALI,
13,Region 7,RB Diez de Mayo - RB Vergel,VERACRUZ,
112,Region 5,Rb Dominguez - Rb Estadio,PROVIDENCIA,
57,Region 4,RB Ejido Chapultepec - RB Cd. Mante,ZONA TAMPICO,
45,Region 1,RB Ejido Villa - BTS La Morita,R1- OTAY - T,
21,Region 4,RB El Calvario - RB Pesqueria,ZONA GUADALUPE,
62,Region 4,RB El Puente - RB Panuco,ZONA TAMPICO,
154,Region 9,RB El Puentecito - REP. El Maizal,TOLLOCAN,
61,Region 5,RB El Rosario - RB Loma Dorada,TLAQUEPAQUE - BANDERAS,
56,Region 4,RB El Vaquero - RB General Teran,ZONA SAN PEDRO,
10,Region 2,RB Encino - RB Colosio,NOGALES,
44,Region 1,RB Escondido - RB Jardin Dorado,R1- OTAY - T,
62,Region 1,RB Esperanza - RB San Marcos,MEXICALI,
2,Region 2,RB Esqueda -RB Ejido,NOGALES,
50,Region 5,RB Estacion Querendaro - RB Alvaro Obregon,MORELIA,
111,Region 5,Rb Estadio - Rb Paseos Independencia,PROVIDENCIA,
54,Region 4,RB Faisan - RB Cavazos,ZONA SAN PEDRO,
10,Region 4,RB Flores Magon - RB Girasoles,ZONA ANÁHUAC,
118,Region 5,Rb Flores Magón - Rb Lomas de San Isidro,PROVIDENCIA,
8,Region 3,RB Fosas - RB Benito Juarez,JUAREZ,
12,Region 4,RB Fraile - RB Arco Vial,ZONA ANÁHUAC,
6,Region 2,RB Fresno - RB Greco,NOGALES,
12,Region 6,RB GANDHI - BTS LOPEZ PORTILLO,AGUASCALIENTES,
33,Region 1,RB Garita - MC Aeropuerto,R1- OTAY - T,
31,Region 1,RB Garita - RB Cd. Industrial,R1- OTAY - T,
32,Region 1,RB Garita - RB Perimetral Norte,R1- OTAY - T,
40,Region 4,RB Garza Ayala - RB Morones,ZONA SAN PEDRO,
39,Region 4,RB Garza Ayala - RB Vasconcelos,ZONA SAN PEDRO,
12,Region 3,RB Gasera - RB Establo,JUAREZ,
15,Region 4,RB Girasoles - RB Escobedo,ZONA ANÁHUAC,
52,Region 2,RB Gobernador - RB Rio,CULIACAN,
37,Region 5,RB Guacamayas - BTS Río Balsas,URUAPAN,
36,Region 5,RB Guacamayas - RB Pto. Lazaro Cardenas,URUAPAN,
57,Region 9,RB Guadalupe Coatzochico - MSC Ecatepec,ECATEPEC,
11,Region 5,RB Guayabitos - RB Toluquilla,FUENTES - VALLARTA,
41,Region 1,RB Guaycura - RB Buenos Aires,R1- OTAY - T,
67,Region 4,RB Hidalgo - RB Ojo Caliente,ZONA LAREDO,
74,Region 6,RB HORNO - RB ZONA INDUSTRIAL,SAN LUIS POTOSI,
21,Region 6,RB IBARILLA - BTS CASTILLO,LEON,
20,Region 6,RB IBARILLA - BTS HEBREO,LEON,
19,Region 6,RB IBARILLA - RB AURORA,LEON,
20,Region 3,RB Impulso - RB Aniversario,CHIHUAHUA,
17,Region 8,RB Independencia - RB Carrizal,VILLAHERMOSA,
7,Region 2,RB Industrial - RB Greco,NOGALES,
24,Region 6,RB INSURGENTES - RB REPUBLICA,LEON,
43,Region 1,RB Jardin Dorado - RB Murua,R1- OTAY - T,
110,Region 5,Rb Jardines - Rb Autocinema,PROVIDENCIA,
41,Region 6,RB JARDINES - RB PRADOS,LEON,
64,Region 5,RB Jesus Urueta - RB Talpita,TLAQUEPAQUE - BANDERAS,
32,Region 3,RB Kiwi - RB Seminario,CHIHUAHUA,
4,Region 8,RB La Costa - MSC Cancun,CANCUN,
61,Region 4,RB La Divisoria GSM - RB Cardenas,ZONA TAMPICO,
1,Region 6,RB LA ERA - RB SALAMANCA,ENLACE,
43,Region 4,RB La Esmeralda GSM - RB Ayuntamiento,ZONA SAN PEDRO,
68,Region 6,RB LA GRIEGA - RB AGUA AZUL,QUERETARO,
79,Region 4,RB La India - RB Sta. Cecilia,ZONA REYNOSA,
72,Region 4,RB La Joya - RB Incas,ZONA LAREDO,
63,Region 9,RB La Loma - BTS Las Vegas Xalostoc,MALINCHE,
78,Region 4,RB La Luz - RB Santa Cecilia,ZONA REYNOSA,
10,Region 9,RB La Palapa -  RB Vista Hermosa,CIVAC,
71,Region 4,RB La Salle - RB Chamizal,ZONA LAREDO,
64,Region 1,RB Las Californias - RB Villa Fontana,MEXICALI,
58,Region 1,RB Las Hadas - RB Vista Hermosa,MEXICALI,
81,Region 4,RB Lauro Villar - RB Bagdad,ZONA REYNOSA,
32,Region 5,RB Lazaro Cardenas - BTS Minería,URUAPAN,
24,Region 5,RB Lazaro Cardenas - RB Uruapan II,URUAPAN,
16,Region 3,RB Lebaron - CTL Telmex Lebaron,JUAREZ,
48,Region 6,RB LINDERO - RB DOLORES HIDALGO,QUERETARO,
133,Region 9,RB Lomas de Bezares - RB Lomas de Tecamachalco,TK II,
60,Region 1,RB Lopez Mateos - RB Centro Civico,MEXICALI,
43,Region 5,RB Lopez Mateos - RB Infonavit,MORELIA,
44,Region 4,RB Los Arcos GSM - RB Saltillo Centro,ZONA SAN PEDRO,
52,Region 5,RB Los Espinos - RB Zamora,MORELIA,
2,Region 5,RB Los Gavilanes - RB Santa Anita,FUENTES - VALLARTA,
36,Region 3,RB Lote Urbanos - RB Cruz Roja,CHIHUAHUA,
18,Region 8,RB Malecon - RB Villahermosa II,VILLAHERMOSA,
46,Region 4,RB Manantial GSM - RB Bugambilias,ZONA SAN PEDRO,
2,Region 6,RB MANANTIALES - RB MACARENA,ENLACE,
78,Region 1,RB Maneadero - RB Primavera,ENSENADA,
61,Region 2,RB Marlin - RB Reyes,MAZATLAN,
66,Region 3,RB Miguel Auza - RB Morelos,ZACATECAS,
76,Region 6,RB MIGUEL HIDALGO - RB SANTIAGO,SAN LUIS POTOSI,
87,Region 5,RB Minerva - CLD Tepic,VALLARTA - NAYARIT,
82,Region 9,RB Mixhuca - Pico,NEZA,
115,Region 9,RB Molinito - RB Residencial Naucalpan,NEXTENGO,
91,Region 5,RB Mololoa-RB Tierra y Libertad,VALLARTA - NAYARIT,
115,Region 5,Rb Monraz - Rb Plaza Goya,PROVIDENCIA,
116,Region 5,Rb Monraz - Rb Vallarta San Jorge,PROVIDENCIA,
7,Region 1,RB Monte San Antonio - RB Fundadores,LOMAS,
11,Region 2,RB Monteverde - RB Salazar,HERMOSILLO,
46,Region 5,RB Morelia Centro - RB La Merced,MORELIA,
5,Region 6,RB MORELIANA -RB MOROLEON,ENLACE,
71,Region 6,RB MORITA - RB JERECUARO,QUERETARO,
35,Region 4,RB Morones - RB Naranjo,ZONA SAN PEDRO,
6,Region 3,RB Municipio Libre - RB Panama,JUAREZ,
16,Region 1,RB Mutualismo - RB Hidalgo,LOMAS,
20,Region 7,RB Naolinco - RB Banderillas,XALAPA,
41,Region 3,RB Nicolas Bravo - Telmex Gomez Farias,CHIHUAHUA,
27,Region 5,RB Niño Artillero - MSC Uruapan,URUAPAN,
13,Region 6,RB NISSAN - RB PARQUE INDUSTRIAL,AGUASCALIENTES,
5,Region 2,RB Nogales - RB Orizaba,NOGALES,
119,Region 5,Rb Nuevo México - BTS Colonia de Tesistan,PROVIDENCIA,
74,Region 5,RB Nuevo Vallarta - RB Puerto Vallarta II,VALLARTA - NAYARIT,
19,Region 4,RB Obispado - RB Carranza,ZONA ANÁHUAC,
46,Region 6,RB OCAMPO - CTL TELMEX OCAMPO,LEON,
66,Region 4,RB Ojo Caliente - MSC Laredo,ZONA LAREDO,
59,Region 9,RB Ojo de Agua (TELMEX) - RB Zacazontla,ECATEPEC,
91,Region 1,RB Ojos Negros - BTS Diamante,ENSENADA,
77,Region 6,RB PAISANO GSM - RB SAUCITO,SAN LUIS POTOSI,
10,Region 7,RB Palma Sola - RB Instituto Tecnologico,VERACRUZ,
49,Region 6,RB PALMITA - RB DOLORES CHIDALGO,QUERETARO,
30,Region 4,RB Palmitos - RB San Bartolo,ZONA GUADALUPE,
6,Region 5,RB Parque Metropolitano - RB Guadalupe,FUENTES - VALLARTA,
72,Region 7,RB Parque Xicotencatl - BTS Xalostoc,PUEBLA - TLAXCALA,
3,Region 3,RB Paseo de la Victoria - RB Waterfill,JUAREZ,
4,Region 5,RB Paseos de Briseño - RB Palomar,FUENTES - VALLARTA,
153,Region 9,RB Pathe - CTL Telmex Acambay,TOLLOCAN,
27,Region 4,RB Pedregal - RB Cipreses,ZONA GUADALUPE,
58,Region 4,RB Pedro Mendez - RB Victoria,ZONA TAMPICO,
44,Region 3,RB Pentagono - RB Independencia,TORREON,
120,Region 5,Rb Pinar de la Venta - Bts Tesistan,PROVIDENCIA,
38,Region 5,RB Playa Azul - RB Pto Lázaro Cárdenas,URUAPAN,
12,Region 1,RB Postal - RB Rio II,LOMAS,
77,Region 7,RB Presidente - RB  Renacimiento,GUERRERO,
21,Region 5,RB Primavera - RB Tecoman Centro,COLIMA,
73,Region 6,RB PROVIDENCIA - RB LAUREL,SAN LUIS POTOSI,
75,Region 5,RB Pto. Vallarta Versalles- RB Los Ramblases,VALLARTA - NAYARIT,
24,Region 4,RB Pueblo Nuevo - RB Pedregal,ZONA GUADALUPE,
117,Region 5,Rb Puerta de Hierro - Rb Villa Magna,PROVIDENCIA,
76,Region 5,RB Puerto Vallarta II - RB Los Sauces,VALLARTA - NAYARIT,
72,Region 5,RB Puerto Vallarta- RB Pto. Vallarta Centro,VALLARTA - NAYARIT,
88,Region 1,RB Punta Banda - CTL Bahia,ENSENADA,
22,Region 6,RB PUNTO VERDE - RB BRISAS,LEON,
15,Region 3,RB Quevedo - CTL Quevedo,JUAREZ,
24,Region 1,RB Quintas del Mar - BTS Huacay,LOMAS,
23,Region 1,RB Quintas del Mar - RB Rosarito,LOMAS,
9,Region 3,RB R. Perez - RB Chamizal,JUAREZ,
122,Region 9,RB Real de Toluca - RB America,POPOTLA,
112,Region 9,RB Reclusorio Norte - RB Acueducto,NEXTENGO,
46,Region 3,RB Reforma - RB Moctezuma,TORREON,
5,Region 7,RB Reserva Tarimoya - RB Rio Medio,VERACRUZ,
64,Region 3,RB Revolución - RB Treviño,DURANGO,
84,Region 9,RB Rio de la Piedad Oriente - Zaragoza,NEZA,
76,Region 7,RB Riscos - RB Bella Vista,GUERRERO,
62,Region 3,RB Rodeo - CTL Telmex Rodeo,DURANGO,
14,Region 7,RB Ruben Jaramillo - RB Villa del Mar,VERACRUZ,
113,Region 5,Rb San Agustin - Rb Glorieta Maestros,PROVIDENCIA,
95,Region 9,RB San Antonio El Desmonte - BTS Residencial Plaza Las Torres,REVOLUCION,
29,Region 4,RB San Bartolo - RB La Roca,ZONA GUADALUPE,
68,Region 4,RB San Buenaventura - RB Sacramento,ZONA LAREDO,
29,Region 6,RB SAN CRISTOBAL - RB SANTA RITA,LEON,
30,Region 8,RB San Cristobal I - RB San Cristobal Centro,TUXTLA,
116,Region 9,RB San Esteban - RB Residencial Naucalpan,NEXTENGO,
48,Region 9,RB San Isidro Chalco - RB Santiago,XOCHIMILCO,
73,Region 4,RB San Jose - RB Peru,ZONA LAREDO,
124,Region 9,RB San Jose Del Jaral - RB Lomas de San Miguel,CUAUTITLAN,
100,Region 9,RB San Juanico - Nodo Chiquihuite,NEXTENGO,
50,Region 9,RB San Mateo Huitzizingo - RB Mixquic,XOCHIMILCO,
